Canonical_smiles,InChI_Key
CCCCCCCN(CC)CC#CCc1ccccc1,OITQGXHZUBWLHP-UHFFFAOYSA-N
Fc1ccc(Cn2c(N3CCC(n4cccn4)CC3)nc3ccccc32)cc1,SDEZSIUXMXPOCO-UHFFFAOYSA-N
CN(C)C(=O)N1CCN(Cc2ccnc(Nc3ncc(C#N)s3)c2)CC1,APCZORVVDYPETN-UHFFFAOYSA-N
CCc1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,APVXBLPJSJGGAJ-UHFFFAOYSA-N
N[C@@H](C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1)C1CC1,VCOUEHUEFUDZIS-VQTJNVASSA-N
Cc1ccc2ccc(OCC3CCNCC3)cc2c1,CBGWLSLIHDPZLZ-UHFFFAOYSA-N
CC(C)C(Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12)C(F)(F)F,SDYVZQPJOBQDEW-UHFFFAOYSA-N
CC(C)CCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,GHXUKKLUMMZDFG-UHFFFAOYSA-N
CCCCC(NC(=O)C1(N)CCCN(c2ncnc3[nH]ccc23)C1)c1ccc(Cl)cc1,MIFPUBJUGPIOOS-UHFFFAOYSA-N
CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](NC(=O)OC)CC4)nc3cc2Cl)CC1,ZMCNDHKXQWQHCC-VVONHTQRSA-N
CCn1nc(Cc2ccc(OC3CCC3)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,OTAQHXMWYBKCMQ-FAQYSXNFSA-N
CCn1nc(Cc2ccc(C3COC3)cc2)cc1C1CCN(CC2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,KJUDPHSYLGLADQ-RZJLRSEESA-N
CCOc1cc(CN2CCC(Nc3nc4cc(S(N)(=O)=O)ccc4o3)CC2)ccc1OC,SYNXMLXHBZIEOT-UHFFFAOYSA-N
CCOc1cc(CCN2CCC(Nc3nc4cc(S(N)(=O)=O)ccc4o3)CC2)ccc1OC,RDGCHGFUVHJMIN-UHFFFAOYSA-N
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,LEZWWPYKPKIXLL-UHFFFAOYSA-N
CN(C)CCN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccc(N)nc7)[nH]6)CC5)cc4)nc3n2)CC1,QCJYFNUEZUCTJK-UHFFFAOYSA-N
COc1cc2c(cc1OC)[C@@H](Cc1ccc(Oc3cc(C[C@@H]4c5cc(OC)c(OC)cc5CCN4C)ccc3O)cc1)N(C)CC2,AQASRZOCERRGBL-ROJLCIKYSA-N
COc1ccc(CC(C)(C)NCC(O)COc2ccccc2C#N)cc1,KCCUCFUQSYGPBH-UHFFFAOYSA-N
CS(=O)(=O)N1CCC(C2NC(c3nc(-c4ccccc4)c[nH]3)Cc3c2[nH]c2ccccc32)CC1,QCHZQEKTYADHMQ-UHFFFAOYSA-N
O=C(c1ccc(Oc2ccc(F)cc2)nc1)N1CCCN(C2CCC2)CC1,IQOWHZHNGJXGHG-UHFFFAOYSA-N
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2cccnc2)c1,NEVDMWBUYBQSHQ-UHFFFAOYSA-N
NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C3CC3)c2)c2cccc(F)c21,HLZIYZMSCOXBTI-UHFFFAOYSA-N
NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,IDEHCMNLNCJQST-UHFFFAOYSA-N
O=C(C1CC1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3c[nH]nn3)cc(C(F)(F)F)c2)CC1,KHIVVJPXJZJALG-UHFFFAOYSA-N
O=C(c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1)N1Cc2ccccc2C1,VWPKIYFLRDRFNX-UHFFFAOYSA-N
CCCC1(CC)Oc2cccc(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)c2O1,MNGXEBJENUYTSE-UHFFFAOYSA-N
CCCCN(CC)CC#CCc1ccc(C)cc1,XEXUCDXRKXCIPA-UHFFFAOYSA-N
CCN(CC)C(=O)c1cc(C2=CC3(CCNCC3)Oc3ccccc32)cs1,ZIDVNUPMZWXECL-UHFFFAOYSA-N
O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCC(c2ccccc2)CC1,ZHUPKALTWVLYNU-UHFFFAOYSA-N
COCCN(C)C(c1ccccc1)C(O)(c1cccnc1)c1cccnc1,XRELUBWLPZIXSQ-UHFFFAOYSA-N
N[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,OBKCQTGBMZHBFE-CQSZACIVSA-N
O=S(=O)(c1ccc2c(c1)CCNCC2)N1CC[C@@H](Oc2ccccc2Cl)C1,ZKXGFMNPUCAFKG-QGZVFWFLSA-N
O=S(=O)(c1ccc2c(c1)CCNCC2)N1CC(Oc2ccccc2Cl)C1,XEGCYPFNZWBXQK-UHFFFAOYSA-N
CC#CC(c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1)C1OC(=O)NC1=O,IEYUZLGWSIHESL-UHFFFAOYSA-N
CC[C@@H](C)[C@H](C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(C5COC5)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,OXZKVOKBUMLJAE-XWTUHUSMSA-N
CC[C@@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc(OC5CCC5)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,ICFBKVPIXDVRSY-YJCNYCIJSA-N
Cc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1C,LXOHJARDVFSOPS-LJQANCHMSA-N
CCN1CCN(c2cc3[nH]c(SC4(C)CCC(c5nnco5)CC4)nc3cc2Cl)CC1,HGKNLNTUOBXSNA-UHFFFAOYSA-N
CCNS(=O)(=O)c1ccc(-c2ccc(CCN3CCCC3C)cc2)cc1,GQLPRIVQAONOIR-UHFFFAOYSA-N
NS(=O)(=O)NCCC1CCN(c2ncnc3cc(Cl)ccc23)CC1,WSLGPLWWOZXQPJ-UHFFFAOYSA-N
COc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1cnccn1,PIHREWZGYZJCNQ-AWEZNQCLSA-N
O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2ccc(F)cc2Cl)no1,LQMJDFXYANXGEK-VLIAUNLRSA-N
Fc1ccc(C2(c3ccc(F)cc3)CNC(c3cnccn3)=N2)cc1,MGAGGIYVXPYGLM-UHFFFAOYSA-N
Cc1c2c(n3c1CCCN1CCCC(C1)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,PWJSZCCBSVIOCL-UHFFFAOYSA-N
Cc1nc(-n2cnnn2)ccc1[C@@H](C)C(=O)N1CCN(CCc2ccc3c(c2C)COC3=O)CC1,JSCCREKWGDELTQ-QGZVFWFLSA-N
Cc1cccc(C)c1C(=O)N1CCC(N2CCC(N(Cc3ccccc3)C(=O)C3CCC3)CC2)CC1,UXSBXUFFROKBKD-UHFFFAOYSA-N
CN(C)CCCN1c2ccccc2CCc2ccccc21,BCGWQEUPMDMJNV-UHFFFAOYSA-N
Cc1ccc(Oc2ccc(Cl)c(Cl)c2)c(CN(C)C)c1,ARYNSJMHZVVGNH-UHFFFAOYSA-N
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5cccnc5)c4)n[nH]c2-3)CC1,KOVQOPFMQNTHLY-UHFFFAOYSA-N
Nc1nc(N2CCNCC2)c2ccc(C3CCCC3)cc2n1,BTBKHELVQIKPDZ-UHFFFAOYSA-N
Cc1nc([C@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)no1,NTIFDLOQPKMIJK-AJTFRIOCSA-N
COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,SGTNSNPWRIOYBX-MHZLTWQESA-N
Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(N2CCC3(CC2)CCN(c2ncccn2)C3)nc1,NFQREKHBSNHJAN-UHFFFAOYSA-N
O=C(Nc1ccc(Cl)cc1CO)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,UUVJAPHKXSSWSL-UHFFFAOYSA-N
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,BNRNXUUZRGQAQC-UHFFFAOYSA-N
O=S(=O)(c1ccc(F)cc1)c1ccc(/C=C/c2ccc(F)cc2)cn1,BPSGUTHNLYFYMX-OWOJBTEDSA-N
CC(=O)C1=NN2c3cc(Cl)ccc3OC[C@H]2[C@@]1(CCCN1CCOCC1)c1ccccc1,CMBQRLAOLALFJJ-UKILVPOCSA-N
CC(=O)NCCc1ccccc1-c1cc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)no1,PNONWZINZRBQGI-DVECYGJZSA-N
CC(C)S(=O)(=O)Nc1ccc2nc(CN3CCC(Cc4ccccc4)CC3)[nH]c2c1,DRLVREDBNDTEKI-UHFFFAOYSA-N
Cc1nc2c(Cl)cccc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,SVGSNZOKYBSPDW-UHFFFAOYSA-N
Cc1ccc(C2(O)CCN([C@H](C)[C@H](O)c3ccc4c(c3)CCC(=O)N4)CC2)cc1,DSRUIFDXWAYHHS-HXOBKFHXSA-N
CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCc3ccc(Cl)cc3)CC1=O)C2,GIRWMBVCAVUZRN-UHFFFAOYSA-N
CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCC3CCCCC3)CC1=O)C2,GMYLXTMMWJHQOZ-UHFFFAOYSA-N
CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(Cl)cc3)CC1=O)C2,GIRWMBVCAVUZRN-SANMLTNESA-N
CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCC3CCCCC3)CC1=O)C2,GMYLXTMMWJHQOZ-SANMLTNESA-N
CC(c1ccc(Cl)nc1)N1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,DMCNIEIKHCMYAH-UHFFFAOYSA-N
Clc1cnc2nc(N3CCN4CCC3CC4)oc2c1,XJNOJISWTROLSF-UHFFFAOYSA-N
CN1CCN=C1Cn1ncc2cc(-n3ccc(OCc4ccccc4)cc3=O)ccc21,XJUYCXXYIFQXPT-UHFFFAOYSA-N
COc1cc(Cl)ccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,PVISFTMIHRDVDS-ROUUACIJSA-N
COc1cc(OC(C)C)cc(S(=O)(=O)c2ccc3c(c2)OC2CNCCC32)c1,DIBPTWMSVTXGKP-UHFFFAOYSA-N
COc1cc2nc(/C=C/c3cccnc3)nc(N3CCC(CNS(N)(=O)=O)CC3)c2cc1OC,VXGWVCMBJPREML-AATRIKPKSA-N
CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C#N)cc2F)CC1,FCSMVWQCPUGEEG-UHFFFAOYSA-N
CC(=O)N1CCN(c2cc(Nc3ncc(C#N)s3)ncn2)CC1,YXOCOTDGBVGRJE-UHFFFAOYSA-N
NCC(O)COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,DFTZBCABZMFRQY-UHFFFAOYSA-N
CS(=O)(=O)N1CCC2(CCN(c3ccc(C(=O)Nc4cc(-c5cccs5)ccc4N)cn3)CC2)C1,IUVAYOKBTWTIGY-UHFFFAOYSA-N
O=C(c1cc(-c2ccccc2)on1)N1CCC(Oc2ccc(CN3CCCC3)cc2)CC1,KTUXMEPHMQNXEN-UHFFFAOYSA-N
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN(C2CCC(F)(c3ccccc3)CC2)C1,UIXXHYJYOADLPS-UHFFFAOYSA-N
O=c1c2c([nH]c3ccccc13)[C@H](c1ccc3c(c1)CCO3)N(c1ccccn1)C2,NPQHDOLBQQVPMG-QHCPKHFHSA-N
Cc1ccc(C2(O)CCN([C@H](C)[C@@H](O)c3ccc4c(c3)CCC(=O)N4)CC2)cc1,DSRUIFDXWAYHHS-UZUQRXQVSA-N
Cc1nc(N2CCC(O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12,PVWARCUAQYLFQN-RUDMXATFSA-N
COc1cc(/C=C2\CCCN3C2=NOC3(CO)c2ccc(F)cc2)ccc1-n1cnc(C)c1,ADVSCLOHXCBWQC-XDHOZWIPSA-N
CCCCCCCN(CC)CC#Cc1ccc(C)cc1,UKKGUZPPRNFYIV-UHFFFAOYSA-N
NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c(F)cc(C3=CCOCC3)cc12,UBJVRJGPVXTXQB-VWLOTQADSA-N
COc1cc(F)ccc1-c1cc(CNC2CCCC2)ccn1,JLVIGDFBOJCXJJ-UHFFFAOYSA-N
O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6cc(Cl)cnc56)(CC3)OC4)nc2N1,JFWFOFVSNIMPLO-UHFFFAOYSA-N
CN[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,RYIJMRFACOYPNH-OAHLLOKOSA-N
CN[C@@H]1CCN(c2cc(NCC3CC3)nc(N)n2)C1,ISBHYKVAFKTATD-SNVBAGLBSA-N
Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O,JSWZEAMFRNKZNL-UHFFFAOYSA-N
Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@@H](C)C(=O)O)c1,DHUATBAZHILHIC-INIZCTEOSA-N
Nc1nc(N2CCNCC2)c2ccc(-c3ccco3)cc2n1,UBEJREHBDACTGD-UHFFFAOYSA-N
CNCc1cc(F)c(Cl)cc1Oc1ccc(Cl)c(Cl)c1,COWKMDDTQXILJL-UHFFFAOYSA-N
COc1ccc(CN2CCC(C#N)(CNC(=O)c3cc(OC)cc(OC)c3)CC2)cc1,LGPXNTSZKBGBRX-UHFFFAOYSA-N
COc1ccc(CN2CCC(C#N)(CNC(=O)c3cc(CC(C)C)n(-c4ccccc4)n3)CC2)cc1,OUZYKJHGPNCTSC-UHFFFAOYSA-N
Nc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,JEVFHPJPDIVJFF-UHFFFAOYSA-N
CS(=O)(=O)N(Cc1ccc2ccccc2c1)C1CCNCC1,HZPZVEJWTPAYPU-UHFFFAOYSA-N
CC(C)c1ccc(CS(=O)(=O)c2ccc(C34CNCC3C4)cc2)cc1,BZKAUGWCSKECDP-UHFFFAOYSA-N
Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,WJRRGYBTGDJBFX-UHFFFAOYSA-N
Cc1ccccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,GQJOVRAJLZZUTH-UHFFFAOYSA-N
Cc1c2c(n3c1CCCNC(C)CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,AMMUHMDXLREFIJ-UHFFFAOYSA-N
CCCCNc1ncc2c(-c3ccc(S(=O)(=O)NC)cc3)nn(CC3CCC(N)CC3)c2n1,DFPFRSCMULTCCZ-UHFFFAOYSA-N
CCOC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@H]2c2ccn(C)c(=O)c2)c(Cl)c1,LKTNMPJKOYDWSA-ZCYQVOJMSA-N
CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(CC)CC1,NTOWRHQJSNSGLV-UHFFFAOYSA-N
Cc1nc(CNC2CCCC2)n(C(C)C)c1-c1ccc(Cl)cc1,UDTDXYWIQKFJME-UHFFFAOYSA-N
CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,MHXGEROHKGDZGO-UHFFFAOYSA-N
CN1CCN2c3ccccc3Cc3ccccc3C2C1,UEQUQVLFIPOEMF-UHFFFAOYSA-N
CO/N=C/COc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,FQWJOAGZEYMASE-YLKCYHHESA-N
COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,RRYPNJCEIBUACP-UHFFFAOYSA-N
COc1cc(NCC2CCNCC2)nc2c1nnn2-c1cccc(OC(F)(F)F)c1,ZJDHFPFSTLUYKA-UHFFFAOYSA-N
COc1ccc(-c2nc(CCOc3cccc(C[C@@H]4C(=O)N(c5ccc(C(C)(C)C)cc5)[C@@H]4C(=O)O)c3)c(C)o2)cc1,GLSSNBLKKWINSD-JDXGNMNLSA-N
Cc1nc2ccc(Oc3ccc(F)cc3)nc2c(=O)n1CC1CCCN(C(C)C)C1,GDCLPRBKLVQFME-UHFFFAOYSA-N
CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CCNCC4)no2)cc1C#N,BVAJDOKRKXCEOR-UHFFFAOYSA-N
N#Cc1ccc(Cn2cncc2CNC2CCN(c3ccncc3)C2=O)cc1,KDDZVJQCAMDQTB-UHFFFAOYSA-N
CC(C)(Cc1ccc2ccccc2c1)NCC(O)COc1ccccc1C#N,WJNQZXPCJCLCNG-UHFFFAOYSA-N
C1=C(c2nc(-c3ccncc3)no2)c2ccccc2C12CCN(CC1CCCO1)CC2,NWLDRLAGSHICHN-UHFFFAOYSA-N
Nc1nccc2cc(CNCCc3ccccc3)ccc12,ACQAMOITEMIUTC-UHFFFAOYSA-N
O=C(NC1CN2CCC1CC2)c1cccc2oc(N3CCOCC3)nc12,ORJWZBKFHYBQDC-UHFFFAOYSA-N
N#Cc1ccc(Cn2cncc2C[N+]C2CCN(c3ccncc3)C2=O)cc1,YZBFYPVTPZTBGM-UHFFFAOYSA-N
Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(N2CCC3(CCN(CC(=O)O)C3)CC2)nc1,ZBBFNHDLHQDVMB-UHFFFAOYSA-N
Cc1[nH]c2ccccc2c1CCN1CCc2ccc(/C=C/C(=O)NO)cc2CC1,FHJQISPBEYPYDY-VQHVLOKHSA-N
N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(c3ccncc3)C2=O)cc1,KDDZVJQCAMDQTB-FQEVSTJZSA-N
Cc1nc2cc3c(cc2s1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3,GNAFTHDBPJUMAT-UHFFFAOYSA-N
CCc1nc2cc3c(c(Br)c2o1)CCN(C(C)CCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,JURMKPGGUGOQIP-UHFFFAOYSA-N
Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C)[C@H](C)C3)cc(F)cc2n1,INSXYAKGDZOZMK-GOSISDBHSA-N
Cc1ccc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5C)[C@H](C)C3)cc(F)cc2n1,QEDKPWFZXOCKMT-LJQANCHMSA-N
Cc1ccc2c(N3CCN(CCc4ccc5c(c4)OCC(=O)N5C)CC3)cccc2n1,FVOMJILQPSVRHS-UHFFFAOYSA-N
Cc1ccc2c(N3CCN(CCc4cccc5c4CCC(=O)N5)CC3)cccc2n1,VFFOKQFHFJASRW-UHFFFAOYSA-N
CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C1=O,JYJNQKZFUWAVRM-UHFFFAOYSA-N
COc1ccc(CCNCCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,UPKQNCPKPOLASS-SANMLTNESA-N
CCC(CC)NC(=O)CCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1,WSXMUOJNQNRRSA-UHFFFAOYSA-N
CC(C)(NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1)C(N)=O,XCVJGPONRKMMGU-UHFFFAOYSA-N
CC1CCCN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,RZOFUKBGZQUWCB-UHFFFAOYSA-N
Cc1nc(C)c(-c2nnc(CCCCN3CC4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)o1,YXAKPCYFWUAWSP-LEQGEALCSA-N
CCN(CC)CCN1CCN(c2cccc(Cl)c2)C1=O,ZPZJOEGHLORCHV-UHFFFAOYSA-N
O=C1N(CCN2Cc3ccccc3C2)CCN1c1cccc(Cl)c1,TZQRQWWAQZCVET-UHFFFAOYSA-N
CN(CCN1CCN(c2ccc(F)cc2)C1=O)CC12CCC(CC1)C2(C)C,MLUVBFQPCVSGBZ-UHFFFAOYSA-N
CN(CCN1CCN(c2cccc(Cl)c2)C1=O)CC12CCC(CC1)C2(C)C,GFQWAFBXHVCNHP-UHFFFAOYSA-N
Cn1c(SCCCN2C[C@H]3C[C@@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cncnc1,ZUBZEOWJXKKPSY-NQIIRXRSSA-N
Cc1ncoc1-c1nnc(SCCCN2C[C@H]3C[C@@]3(c3cccc(C(F)(F)F)c3)C2)n1C,MLHRKLZCJRKSHO-UTKZUKDTSA-N
O=C1N(CCN2Cc3ccccc3C2)CCN1c1cc(F)cc(Cl)c1,DEPZVFJRGVKNJM-UHFFFAOYSA-N
N#Cc1cccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)c1,JZHYUFZRYZRTGH-UHFFFAOYSA-N
COc1ccc(Br)cc1CCc1c(Cl)cccc1C(=O)NC(=N)N,LSBTVOALOCKVLH-UHFFFAOYSA-N
CNCc1cc(Cl)ccc1Oc1ccc(Cl)c(Cl)c1,MRDDAOFLRIQUHE-UHFFFAOYSA-N
C[N+]CCCC12CCC(c3ccccc31)c1ccccc12,WVKDEHFJODFZBT-UHFFFAOYSA-N
C[C@@H]1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)CC3CCOCC3)cc2)cc1,VXSRVOYXQATZAM-HXUWFJFHSA-N
C[C@H]([C@H](O)c1ccc2c(c1)CN(C)C(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1,KFKPYSORIJDHRO-VFNWGFHPSA-N
Cc1nc(-c2nc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)cs2)cs1,IGONDOBLYLNKTI-OAHLLOKOSA-N
CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cc(F)cc43)c2)c1,MAXMBSSGZYMDKT-UHFFFAOYSA-N
CC(CC(NC(=O)C1CCC1)c1ccccc1)N1CCC(c2nnc(CN(C)C)o2)CC1,DIAMDXFHMNROML-UHFFFAOYSA-N
Cc1ccc(CC(=O)N2CCC(CCNc3ncccn3)CC2)cc1,VSSRALNHWPBCRX-UHFFFAOYSA-N
Cc1nc(-c2ncc(-c3ccc4cc(CCN5CCCC5C)ccc4n3)s2)cs1,AAISKPCAPANKEZ-UHFFFAOYSA-N
CCCC1(C(=O)c2ccc(Cl)c(Cl)c2)CCCN1,HWJCHTVVHUINLQ-UHFFFAOYSA-N
CCN1C[C@@H](N(Cc2cc(F)ccc2Cl)c2ccc(C#N)c(Cl)c2)CC1=O,LGRUXHHJUNHGRB-KRWDZBQOSA-N
CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCCN(C(C)C)CC1,FEDGBRFVHIFPHZ-UHFFFAOYSA-N
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,YBHILYKTIRIUTE-UHFFFAOYSA-N
C[C@H]([C@@H](O)c1ccc2c(c1)CN(C)C(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1,KFKPYSORIJDHRO-QVKFZJNVSA-N
Cc1nc2ncc(Oc3ccc(F)cc3)cc2c(=O)n1CC1CCCN(C(C)C)C1,AZYIPQZUIGVQDL-UHFFFAOYSA-N
Cn1nc(NCC(=O)NC2CN(C3CCC(C4CCCCC4)CC3)C2)c2cc(C(F)(F)F)ccc21,BPTIGDWWEZBMFT-UHFFFAOYSA-N
O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC1c1cccnc1,SRXKNIWFNXRRCM-UHFFFAOYSA-N
O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCCC1CCO,FIUQBVQVQVVBHN-UHFFFAOYSA-N
COc1cc(-c2cn(CC(=O)N(c3ccccc3)c3ccccc3)nn2)ccc1-n1cnc(C)c1,JIOUQTAIUXDHCE-UHFFFAOYSA-N
CNCc1ccc(Cl)cc1Oc1ccc(F)c(C)c1,KUWISOBIRVPNDN-UHFFFAOYSA-N
CC(=O)C1=NN(c2cc(C)ccc2F)C[C@@]1(CCCN(C)C)c1ccccc1,FTEPMVFWUZEGMB-QHCPKHFHSA-N
CNC(C)c1cc(C(F)(F)F)ccc1Oc1ccc(Cl)c(Cl)c1,FZIODVGUIQNDEG-UHFFFAOYSA-N
O=C(c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1)N1CCCCC1,NEEISBJRSKJUGD-UHFFFAOYSA-N
CSc1ccc(Oc2ccccc2CN(C)C)cc1,OTZOXYLBDMECOK-UHFFFAOYSA-N
CC(C)C(=O)N(Cc1ccccc1-c1ccccc1)C1CCNC1,USUPIRYFHGUVOR-UHFFFAOYSA-N
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,MJJALKDDGIKVBE-UHFFFAOYSA-N
CNCc1ccc(F)cc1Oc1ccc(Cl)c(Cl)c1,JRUPTUARQBYPIN-UHFFFAOYSA-N
Fc1cccc2c([C@@H]3CNCC[C@@H]3F)c(-c3ccccc3)[nH]c12,KFEAQGNOINWFSL-CABCVRRESA-N
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,CFJMRBQWBDQYMK-UHFFFAOYSA-N
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,VMWNQDUVQKEIOC-CYBMUJFWSA-N
C[C@@H]1CCCN1CCc1ccc2nc(-c3cccnc3)ccc2c1,IZBJOJGYBUOZPU-MRXNPFEDSA-N
CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC(C)C)CC2)c1,UKUXMAFSBAOKLA-UHFFFAOYSA-N
CC(C)n1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,DXEARAZHGYNHJV-UHFFFAOYSA-N
CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,XTRUQJBVQBUKSQ-UHFFFAOYSA-N
CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc(-c5ccccc5)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,CAGZIBHOJDZLGX-WUSDWFAZSA-N
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccc(NC(C)=O)c2)cc1,ZESALACGSZAQTP-UHFFFAOYSA-N
